gphi_d,gp_d,weighted_sse
-0.9526263880436137,0.2040439582010088,95.39088975831704
-0.8484597213769467,0.2040439582010088,105.26968287832158
-0.7442930547102802,0.2040439582010088,116.65955880183797
-0.6401263880436137,0.2040439582010088,127.43062670782525
-3.1401263880436137,0.2332106248676754,84.24254306708487
-3.035959721376947,0.2332106248676754,65.30094464701978
-2.93179305471028,0.2332106248676754,55.60939421788537
-2.8276263880436137,0.2332106248676754,51.807841031597626
-2.723459721376947,0.2332106248676754,60.82513084234373
-2.61929305471028,0.2332106248676754,56.43352512348022
-2.5151263880436137,0.2332106248676754,51.673017303116595
-2.4109597213769467,0.2332106248676754,47.25232723513827
-2.30679305471028,0.2332106248676754,48.62999670298886
-2.2026263880436137,0.2332106248676754,47.54540154575411
-2.0984597213769467,0.2332106248676754,47.424784901394624
-1.9942930547102802,0.2332106248676754,48.93472261468509
-1.8901263880436137,0.2332106248676754,51.87319968774684
-1.785959721376947,0.2332106248676754,55.62426684826197
-1.6817930547102802,0.2332106248676754,59.29504008209182
-1.5776263880436137,0.2332106248676754,65.04998964289852
-1.473459721376947,0.2332106248676754,71.45811081956857
-1.3692930547102802,0.2332106248676754,78.22453912696182
-1.2651263880436137,0.2332106248676754,86.1600194601956
-1.160959721376947,0.2332106248676754,89.13068459791526
-1.0567930547102802,0.2332106248676754,98.5711269221104
-0.9526263880436137,0.2332106248676754,106.7797179552181
-0.8484597213769467,0.2332106248676754,114.32367384737837
-0.7442930547102802,0.2332106248676754,124.6910244027797
-0.6401263880436137,0.2332106248676754,136.9608071861784
-3.1401263880436137,0.2623772915343421,87.06199375404651
-3.035959721376947,0.2623772915343421,68.29579886109771
-2.93179305471028,0.2623772915343421,58.357030646507916
-2.8276263880436137,0.2623772915343421,55.97403428276809
-2.723459721376947,0.2623772915343421,66.21963091012674
-2.61929305471028,0.2623772915343421,62.04908068983723
-2.5151263880436137,0.2623772915343421,58.1107266309385
-2.4109597213769467,0.2623772915343421,53.9674086294379
-2.30679305471028,0.2623772915343421,54.59402034344597
-2.2026263880436137,0.2623772915343421,52.83511055110805
-2.0984597213769467,0.2623772915343421,53.890997338302675
-1.9942930547102802,0.2623772915343421,58.663450063738786
-1.8901263880436137,0.2623772915343421,60.16424375245878
-1.785959721376947,0.2623772915343421,64.36646637028964
-1.6817930547102802,0.2623772915343421,69.24483708410544
-1.5776263880436137,0.2623772915343421,74.19071278446636
-1.473459721376947,0.2623772915343421,79.78115865263113
-1.3692930547102802,0.2623772915343421,88.82228985852471
-1.2651263880436137,0.2623772915343421,95.99913486732488
-1.160959721376947,0.2623772915343421,99.23295373092111
-1.0567930547102802,0.2623772915343421,106.8383565024056
-0.9526263880436137,0.2623772915343421,118.18578931241731
-0.8484597213769467,0.2623772915343421,127.01170036618166
-0.7442930547102802,0.2623772915343421,136.0188618613546
-0.6401263880436137,0.2623772915343421,146.92232750595144
-3.1401263880436137,0.29154395820100876,92.94368871213278
-3.035959721376947,0.29154395820100876,74.61599781328572
-2.93179305471028,0.29154395820100876,64.53103971056342
-2.8276263880436137,0.29154395820100876,59.92944139060144
-2.723459721376947,0.29154395820100876,72.97076963902158
-2.61929305471028,0.29154395820100876,69.69411257301283
-2.5151263880436137,0.29154395820100876,66.01424468640299
-2.4109597213769467,0.29154395820100876,62.88432021035265
-2.30679305471028,0.29154395820100876,63.21532223911915
